tissue	E2F7	ELF4	ELK4	EMX2	ESR1	GATA2	GATA6	GLIS3	HIC2	HNF4G	HOXA13	HOXC10	HOXC6	IKZF1	IRF1	MAFF	MEOX2	MNX1	MYT1L	NR2F2	PTTG1	RUNX1	SALL1	SHOX2	SNAI2	SOX10	STAT1	TCF21	TP63	TWIST1
Muscle	0.751020716	0.645582058	0.520179682	-0.149592026	-0.040213054	-0.029178395	-0.164459552	-0.215386195	-0.112386062	0.070881067	-0.015563499	0.013420623	-0.023059331	0.507191797	0.475912421	0.10270692	-0.013713831	0.235929092	-0.274342261	-0.119611508	0.482253579	0.276321833	-0.245612333	0.033839086	0.077189051	-0.085549022	0.73467128	0.092223238	0.400872394	0.016581469
Muscle	0.751020716	0.645582058	0.520179682	-0.149592026	-0.040213054	-0.029178395	-0.164459552	-0.215386195	-0.112386062	0.070881067	-0.015563499	0.013420623	-0.023059331	0.507191797	0.475912421	0.10270692	-0.013713831	0.235929092	-0.274342261	-0.119611508	0.482253579	0.276321833	-0.245612333	0.033839086	0.077189051	-0.085549022	0.73467128	0.092223238	0.400872394	0.016581469
Muscle	-0.039825846	-0.142283045	-0.066720156	-0.071274221	-0.0576105	-0.078878071	-0.0744531	-0.158201956	-0.164687524	-0.037109085	-0.046126692	0.551757953	0.030829275	-0.064034776	-0.094154225	-0.015714234	-0.026095261	-0.04962836	-0.081266596	-0.102770549	-0.052889892	-0.029343166	-0.111751168	-0.043301946	-0.098096758	-0.076312445	-0.055554232	-0.080467647	0.023052679	-0.07981481
Muscle	-0.065732834	0.285513892	0.308161851	0.034445224	0.0937095	0.198715886	0.138422495	0.095039516	0.145060297	-0.046327043	0.01353469	-0.105535997	-0.004017259	0.551975903	0.43637458	0.124162975	0.141843819	-0.111508766	-0.217687858	0.268237876	0.032605469	0.147753612	-0.039434926	0.03955543	0.062073994	-0.045015421	-0.043043373	0.379001146	-0.062282044	-0.022949569
Muscle	-0.119954859	0.044504798	0.136760885	0.098234492	0.128637233	0.255335764	0.082981064	0.077913703	-0.104702961	-0.063851857	0.211085836	-0.033476987	0.018634688	-0.109871581	-0.039432908	0.29106164	0.226732199	-0.122037627	-0.29447356	0.3609918	-0.146361028	-0.061538317	-0.163104133	0.108058486	0.089599081	0.000706327	-0.072820585	0.20587358	-0.078487447	0.01635008
Eye	-0.112796224	0.081053994	0.121700792	0.305126835	0.256049572	0.303415555	0.296517377	0.183425326	-0.118685076	-0.088218174	0.102443885	0.039950616	0.126999756	-0.113641349	-0.073237373	0.519072088	0.265231322	-0.144206268	-0.291075863	0.462570733	-0.13409356	-0.033569611	-0.091087058	0.213315374	0.157212132	-0.141661439	-0.064862005	0.069464492	-0.09984958	0.086498806
Eye	0.518837126	0.607720191	0.450172437	-0.168550345	-0.113944433	-0.0228359	0.078119685	-0.103363595	0.042443724	0.367422583	-0.098988728	-0.127963682	-0.117683017	0.767157509	0.64811761	-0.058977071	-0.074540494	0.290559434	-0.215515955	-0.010500641	0.340015249	0.104634491	-0.191605897	-0.129516826	-0.08533461	-0.175754009	0.547385742	0.303987938	-0.090318746	-0.129490659
Eye	-0.005035119	0.648349409	0.053770697	-0.127492746	-0.066408704	-0.001555337	0.028264323	-0.152011727	-0.082493029	0.150533275	-0.06658042	-0.121803065	-0.086019028	0.933918981	0.916134008	-0.088251236	-0.036160605	-0.000332747	-0.184910306	-0.005754095	-0.003644503	0.147547315	-0.150697423	-0.089087019	-0.083985695	-0.061561535	0.049981091	0.225877546	-0.08990288	-0.129728866
Eye	-0.073194115	-0.397666431	-0.423427231	-0.152560607	-0.178145921	-0.255402118	0.286659911	-0.225992777	0.001051036	-0.117037864	-0.191390361	-0.156570149	-0.151673193	-0.187118746	-0.267233234	-0.332198623	-0.16036192	-0.16358671	0.162568707	-0.21517177	0.011219042	-0.30967856	-0.123404195	-0.108513168	-0.216290565	-0.051216437	-0.120603506	-0.118918194	-0.209038968	-0.121131009
Eye	-0.176482686	-0.085806946	0.110003902	0.112639833	0.095466682	0.244074749	-0.000796016	0.442702226	0.063752466	-0.11474855	0.008817896	-0.119539734	-0.025448912	-0.111986281	-0.030232613	0.345797684	0.357723091	-0.220802016	-0.115464915	0.121487357	-0.050789112	0.046280177	0.345818854	0.060838702	-0.012892045	-0.006142269	-0.154608666	0.091475314	-0.215472827	0.034133043
Eye	-0.006626178	0.093838865	0.318470628	-0.026839348	-0.055651636	-0.050558004	-0.134568614	-0.202019267	-0.086516935	-0.052946461	-0.054737679	0.2219337	0.142429784	-0.053727797	-0.059135483	0.180294646	0.010383832	-0.063683717	-0.118610479	-0.118240637	0.026484452	0.113777915	-0.151504759	0.027597865	0.206846731	-0.011187839	-0.04267897	-0.117992669	0.879691336	0.214007256
Eye	-0.006626178	0.093838865	0.318470628	-0.026839348	-0.055651636	-0.050558004	-0.134568614	-0.202019267	-0.086516935	-0.052946461	-0.054737679	0.2219337	0.142429784	-0.053727797	-0.059135483	0.180294646	0.010383832	-0.063683717	-0.118610479	-0.118240637	0.026484452	0.113777915	-0.151504759	0.027597865	0.206846731	-0.011187839	-0.04267897	-0.117992669	0.879691336	0.214007256
Eye	-0.007806165	-0.338277255	-0.289806671	0.225353702	0.059892107	-0.044858133	-0.126100357	0.076733815	0.194017299	-0.150053794	-0.083221086	-0.299903154	-0.180416726	-0.208005181	-0.306370469	-0.070470347	-0.105500828	-0.144174996	0.708297405	-0.098439484	-0.084089435	-0.324242599	0.238964567	-0.198615806	-0.221543608	0.074620177	-0.018155442	-0.260037361	-0.257420637	-0.183442508
Eye	-0.07299611	0.567473071	-0.117964812	-0.115324311	-0.092709923	-0.037990846	-0.082520667	-0.160010429	-0.152660097	-0.024530136	-0.080952698	-0.089917471	-0.081648913	0.752083214	0.816867557	-0.017226083	0.026983975	-0.086202058	-0.13632886	-0.086138915	-0.057874671	0.137764478	-0.124931851	-0.048300001	-0.115437869	-0.010707265	-0.023039549	0.090956683	-0.068406856	-0.082470531
Eye	-0.004214785	0.600386753	0.624019318	0.105230932	0.235067333	0.461900847	-0.063741923	0.079306031	-0.144202902	0.072988737	0.313174106	-0.092502602	0.045180795	0.433735266	0.529509149	0.490560681	0.351576373	-0.029202922	-0.515314167	0.297524039	-0.051862492	0.323341813	-0.124984946	0.102492883	0.250881717	0.004944188	0.047900043	0.410174046	0.384278693	0.073924403
Eye	-0.025672085	0.124581879	0.383131165	0.066833368	0.130795721	0.308783339	0.084993227	0.516984393	-0.094152834	0.006396114	0.074170222	0.072229518	0.033186009	0.040967141	0.143438983	0.233486419	0.13245241	-0.048175314	-0.356650139	0.124356183	0.010712307	0.140805076	0.366653625	-0.031158117	0.1646236	-0.22181254	0.038748184	0.139930654	0.004385333	0.085005054
Eye	0.785446754	0.631104496	0.586064271	-0.087289828	-0.0092304	0.088845398	0.004642757	-0.081811575	0.028224447	0.120239302	0.000953462	-0.1267636	-0.083504113	0.649873016	0.543214261	0.025645554	0.013255276	0.3057104	-0.230760958	0.020804	0.50205615	0.136725512	-0.134603517	-0.043594753	-0.032102829	-0.073280471	0.801434918	0.246082857	-0.029722148	-0.11094061
Eye	0.144830358	0.009513888	0.200194292	-0.07810269	0.019529096	0.045588547	-0.136351017	-0.025760269	0.117502296	-0.078978014	0.022030015	-0.288881105	-0.122284252	0.078110294	0.006202964	-0.031285188	0.037248944	-0.11343024	0.503149569	0.007110924	0.021729202	0.062359353	0.009166067	-0.029526899	-0.049390953	0.209774438	0.174020864	0.119322073	-0.067007596	-0.100418192
Eye	0.088343889	0.044734404	0.055195543	-0.074916019	0.009715178	-0.058549353	-0.134983417	-0.159128278	0.04321782	-0.046008893	-0.006170234	-0.031942387	-0.042668666	-0.058405741	-0.054678278	0.116861196	-0.071426008	-0.058189422	-0.074548659	-0.108215601	0.169713416	0.022596139	-0.081990848	-0.07201452	0.061605826	-0.071760108	-0.052007366	-0.039473702	0.527678657	0.001753131
Eye	0.088343889	0.044734404	0.055195543	-0.074916019	0.009715178	-0.058549353	-0.134983417	-0.159128278	0.04321782	-0.046008893	-0.006170234	-0.031942387	-0.042668666	-0.058405741	-0.054678278	0.116861196	-0.071426008	-0.058189422	-0.074548659	-0.108215601	0.169713416	0.022596139	-0.081990848	-0.07201452	0.061605826	-0.071760108	-0.052007366	-0.039473702	0.527678657	0.001753131
Eye	-0.066647627	-0.254799075	-0.249622913	-0.0536292	-0.085204352	-0.07882336	-0.175840142	-0.101228585	-0.088451325	-0.050325236	-0.057094892	-0.113170472	-0.138628202	-0.081356722	-0.167840321	-0.197581813	-0.146029749	-0.090014115	0.133550558	-0.180968995	-0.062813909	-0.18013564	0.171912307	-0.134272917	-0.171549901	0.220620599	-0.079051017	-0.145411092	-0.090028019	-0.139545984
Eye	0.065114659	0.098047903	0.261314089	-0.094858723	0.055242069	0.022342165	-0.172355401	-0.211414082	-0.041801539	-0.059020305	0.065797125	0.039810817	0.00871913	-0.067413276	-0.047441879	0.210181503	-0.048550882	-0.07954192	-0.155155083	-0.110297258	0.122217911	0.144695922	-0.152570614	-0.047519604	0.182397057	-0.073480496	-0.057604377	-0.043410937	0.80578308	0.095251502
Eye	-0.093645749	-0.188711119	-0.160038519	-0.080467269	-0.148429674	-0.170355082	-0.18688675	0.290065032	0.180645981	-0.072540811	-0.151000426	-0.149060021	-0.19920889	0.128567681	0.010720972	-0.271048748	-0.101803362	-0.122779439	0.206180277	-0.141188294	0.004290699	-0.173138681	0.407461777	-0.170655397	-0.199221838	0.08321026	-0.08457872	-0.080621443	-0.117777138	-0.161460899
Eye	-0.22790192	-0.426998584	-0.439861242	0.133844103	-0.071449742	-0.106463774	-0.135923408	-0.036196375	0.0373303	-0.038252802	0.011001057	-0.136323322	0.01323561	-0.254737931	-0.347615238	-0.386032264	-0.025129054	-0.205027216	0.514920367	-0.059536249	-0.259886627	-0.282936731	0.17941543	-0.037272483	-0.126938982	0.48970485	-0.174628303	-0.123463091	-0.256981588	-0.10732001
Eye	-0.159508103	0.040891115	0.116437338	0.039246549	0.050795809	0.195879281	0.23297446	0.263247494	-0.034315874	-0.007694481	0.035714539	-0.02512896	0.078372537	-0.154855719	-0.040057363	0.398257579	0.335108014	-0.044002529	-0.331753585	0.449517178	-0.156209249	0.001870065	-0.14941767	0.14129481	-0.00806299	0.00672435	-0.111143874	0.354912499	-0.179225242	0.025901772
Eye	-0.120055645	0.004027045	-0.007350509	-0.03723899	-0.024824957	0.016175429	-0.0589116	-0.055750576	-0.290835089	-0.05601058	-0.013318386	0.615971812	0.164153514	0.010822169	0.06973021	0.152254364	0.075770529	-0.132425436	-0.241621067	-0.049063426	-0.154285039	0.236300751	-0.106878838	0.063997828	0.059668129	-0.120123775	-0.05651623	-0.003324524	-0.006613897	0.065872929
Eye	-0.052322936	0.487930119	0.541443538	0.079783975	0.170782667	0.321277711	0.084695709	0.177893512	-0.196999019	-0.033965184	0.134666221	0.219777163	0.428619096	0.08474474	0.229210294	0.824568952	0.683537609	-0.107435221	-0.540684672	0.404190356	-0.080507623	0.481384492	-0.228707945	0.479840615	0.430868088	0.081317588	0.033922221	0.134607478	0.442666812	0.413929892
Lymphnode	-0.033457269	0.594422547	-0.017145492	-0.101282874	-0.064695801	-0.022129242	-0.017743047	-0.156354313	-0.049270775	-0.019239531	-0.073043722	-0.089079146	-0.11074594	0.909515448	0.885741109	-0.109811873	-0.080842379	-0.060867133	-0.133571758	-0.024483888	0.003134814	0.117536856	-0.145315226	-0.099178834	-0.079714686	-0.119992827	0.013018471	0.210738261	-0.07882228	-0.113695018
Lymphnode	-0.044939834	0.693623192	0.163865607	-0.105473646	-0.031828041	0.111732105	0.068599058	-0.095724361	-0.025349038	0.395874723	-0.002677532	-0.111657673	-0.065386712	0.876357154	0.902094438	0.01462939	-0.023592182	0.065807242	-0.249293291	0.032120354	-0.00487654	0.211444509	-0.167696984	-0.106463424	-0.004844171	-0.15664087	-0.003134427	0.360591919	-0.028926198	-0.114532535
Lymphnode	-0.028705263	0.643955143	0.123922549	-0.113299011	-0.048563558	0.040088579	0.030215731	-0.123199791	0.020042782	0.21949652	-0.042875405	-0.119690287	-0.111040878	0.919039289	0.90514933	-0.068386916	-0.075966652	0.02404454	-0.200949599	0.013457918	0.037132282	0.235985759	-0.180989353	-0.100254723	-0.049852169	-0.138548256	-0.000495265	0.308926789	-0.042760973	-0.120615995
Lymphnode	0.771480108	0.582441245	0.471843948	-0.109931756	-0.072694536	-0.071447408	-0.032061449	-0.161142735	0.047742441	0.129860156	-0.06769492	-0.096866016	-0.11130937	0.710750844	0.54736173	-0.156582219	-0.115116406	0.321768856	-0.146146429	-0.04465685	0.503606507	0.063327462	-0.155103908	-0.075405623	-0.089850852	-0.110841231	0.779531196	0.133854427	-0.054623825	-0.12270656
Lymphnode	0.265714585	0.610156376	0.501162983	-0.167869534	-0.036695413	0.133798224	0.10421084	0.04334772	-0.119027731	0.123495364	-0.030955356	-0.114595318	0.123721212	0.511625499	0.566396398	0.436726223	0.609944943	0.05970335	-0.496598439	0.285459799	0.143452566	0.344508724	-0.314576444	0.311175503	-0.005254594	0.173349375	0.329412329	0.305800168	-0.042150848	0.061021781
Lymphnode	0.946424332	0.444653817	0.443885148	-0.080522899	-0.063844053	-0.099985036	-0.085635304	-0.155943412	0.031986398	0.003731955	-0.058431787	-0.059863399	-0.084859925	0.403519979	0.28196733	-0.119351547	-0.082377105	0.359861918	-0.085734297	-0.109096401	0.610516969	-0.028813862	-0.116322844	-0.032827374	-0.103777179	-0.080682314	0.929160758	-0.040507334	-0.028667707	-0.086052695
Lymphnode	-0.033139013	0.644304759	0.130058183	-0.111890899	-0.042450254	0.053052549	0.059897355	-0.127120703	-0.013764817	0.364529148	-0.029597637	-0.122582587	-0.101979652	0.898304454	0.882915436	-0.081340775	-0.092469054	0.073425176	-0.20908202	0.016812626	0.002245969	0.171500175	-0.157159956	-0.132542932	-0.040054944	-0.14861011	0.004099088	0.321267024	-0.061004839	-0.140084956
Lymphnode	-0.051531543	0.554039884	-0.145279489	-0.093484246	-0.066168678	-0.056848003	-0.049437896	-0.146058673	-0.142776828	-0.037588168	-0.064188702	-0.077266341	-0.077356333	0.713426567	0.789861089	-0.035796388	-0.006251319	-0.067042237	-0.129796388	-0.073831312	-0.036445687	0.091988626	-0.129815807	-0.052181479	-0.10452879	-0.050508411	-0.00840378	0.038036017	-0.07682871	-0.084948102
Lymphnode	0.602827699	0.692924774	0.521129574	-0.19200341	-0.117364194	-0.01499534	0.009300769	-0.14449386	-0.048884143	0.128677483	-0.101139372	-0.097873232	-0.040396151	0.743167363	0.661954001	0.146501305	0.201393883	0.214060068	-0.334650453	0.062351431	0.369311336	0.193649807	-0.275965131	0.059937475	-0.069717107	-0.094480791	0.646025511	0.233230138	-0.053254466	-0.031082484
Lymphnode	0.576383537	0.472331034	0.416059627	-0.102135065	-0.073447504	-0.051299285	-0.002664994	-0.139884711	0.076584297	0.023481764	-0.075431001	-0.075192536	-0.104816579	0.718690117	0.507669769	-0.15857375	-0.107244226	0.204928326	-0.108374668	0.011620516	0.387140666	0.042973808	-0.144465788	-0.071919076	-0.066808574	-0.102496	0.594882275	0.212063086	-0.054090691	-0.112245617
Lymphnode	0.576383537	0.472331034	0.416059627	-0.102135065	-0.073447504	-0.051299285	-0.002664994	-0.139884711	0.076584297	0.023481764	-0.075431001	-0.075192536	-0.104816579	0.718690117	0.507669769	-0.15857375	-0.107244226	0.204928326	-0.108374668	0.011620516	0.387140666	0.042973808	-0.144465788	-0.071919076	-0.066808574	-0.102496	0.594882275	0.212063086	-0.054090691	-0.112245617
Lymphnode	0.823845461	0.574966263	0.4822054	-0.124876798	-0.063600926	-0.039576378	-0.002936174	-0.150911103	0.015854615	0.096550216	-0.059171497	-0.12667845	-0.139321068	0.634594531	0.510945653	-0.105024599	-0.086097989	0.330282434	-0.176008311	-0.070355988	0.527444405	0.049373452	-0.152447127	-0.073850195	-0.106791081	-0.133897791	0.821817465	0.144928128	-0.058127186	-0.130088174
Lymphnode	-0.165454006	0.254947983	0.375707456	0.418464223	0.627543919	0.611908212	0.280118161	0.363701508	-0.020615884	-0.061742998	0.597472556	-0.056359476	0.229737329	-0.168771255	0.002559151	0.641121101	0.270336926	-0.176830602	-0.341406621	0.594214052	-0.178558321	0.259322515	0.15927377	0.114455131	0.487766598	0.026841623	-0.121515235	0.299253262	0.143168707	0.134874509
Lymphnode	0.929672526	0.466687176	0.459118377	-0.089312091	-0.068999048	-0.098041309	-0.075887617	-0.161788884	0.047585766	0.026533288	-0.065027697	-0.066782214	-0.093112412	0.470116588	0.328693066	-0.136710211	-0.094563525	0.357740742	-0.091797921	-0.097436655	0.605991876	-0.021619825	-0.125106553	-0.042606424	-0.104554024	-0.087912046	0.91467065	-0.000866446	-0.035407929	-0.096740059
Lymphnode	-0.130738044	0.220886257	0.359289191	0.177119099	0.223202136	0.385369424	0.129441953	0.548992154	0.122147561	-0.00547265	0.083611053	-0.089292085	0.101358477	0.166382728	0.274838312	0.349639229	0.240284124	-0.137445348	-0.306766626	0.296699775	-0.012144994	0.167874526	0.363488233	0.004178016	0.137372529	-0.179592775	-0.082733172	0.339900756	-0.074456767	0.070940703
Lymphnode	-0.199438457	0.481847107	0.251259192	0.076975604	0.181289744	0.225872189	-0.028049299	-0.03646896	-0.234632405	-0.173915656	0.127842922	0.305973675	0.25422308	0.438079227	0.534250711	0.454794668	0.380971208	-0.247681134	-0.332102896	0.267634576	-0.185912104	0.310316733	-0.224847248	0.262903361	0.207671945	-0.032797157	-0.12550635	0.072674518	0.236688512	0.150927605
Lymphnode	-0.008232156	0.278238472	0.198464094	-0.07256887	-0.04463853	0.018042997	0.068097649	-0.063437752	0.071553854	0.012402894	-0.051568566	-0.055418558	-0.073505771	0.652166692	0.465133761	-0.111966879	-0.074414803	-0.02818766	-0.07515243	0.10989747	0.011069374	0.085406067	-0.10352317	-0.070381003	-0.002689961	-0.072857707	0.03402799	0.323506562	-0.049046676	-0.079946644
Lymphnode	-0.008232156	0.278238472	0.198464094	-0.07256887	-0.04463853	0.018042997	0.068097649	-0.063437752	0.071553854	0.012402894	-0.051568566	-0.055418558	-0.073505771	0.652166692	0.465133761	-0.111966879	-0.074414803	-0.02818766	-0.07515243	0.10989747	0.011069374	0.085406067	-0.10352317	-0.070381003	-0.002689961	-0.072857707	0.03402799	0.323506562	-0.049046676	-0.079946644
Lymphnode	-0.004374626	0.635536372	0.216682099	-0.104835572	-0.024255671	0.111440814	0.087244524	-0.060982544	0.044439858	0.310129409	-0.045262641	-0.130823628	-0.093015919	0.865679662	0.863174065	0.016198972	-0.032340484	0.055463849	-0.234500425	0.060732336	0.045221372	0.219683921	-0.159327661	-0.118416398	-0.019074309	-0.167462379	0.032739751	0.476910456	-0.058548523	-0.132886999
Lymphnode	0.917395313	0.490986888	0.470780823	-0.096355351	-0.071527793	-0.094904199	-0.063917075	-0.166514786	0.044831165	0.062459259	-0.061926383	-0.076701165	-0.101887811	0.499734424	0.35962606	-0.139973901	-0.103796568	0.368363976	-0.107638394	-0.093330018	0.595307048	0.012914141	-0.135687519	-0.051190914	-0.103992524	-0.090542849	0.904646162	0.020016741	-0.037911284	-0.104741941
Lymphnode	-0.106500674	-0.310218905	-0.206194115	-0.178783589	-0.094456698	-0.206841117	0.074023575	-0.030422564	-0.023256172	0.03371093	-0.15083445	-0.188542042	-0.168523579	-0.07329376	-0.105992441	-0.336612175	-0.19737066	0.032210351	0.096140005	-0.149266996	-0.051130358	-0.265654013	0.31020527	-0.214127477	-0.228141524	-0.056240125	-0.143560195	-0.054804048	-0.170042072	-0.205203225
Lymphnode	0.830334506	0.50233837	0.401828002	-0.146393628	-0.118608527	-0.136567721	-0.132534266	-0.248087514	0.129904564	0.047864438	-0.098235176	-0.111025051	-0.148124167	0.639667829	0.481643591	-0.24649494	-0.157557839	0.303916864	0.054432339	-0.152551194	0.576130392	-0.031940349	-0.194890461	-0.084157288	-0.138958701	-0.110944657	0.814987105	0.035543272	-0.084753896	-0.138159158
Intestine	0.843344379	0.612160911	0.438515795	-0.140543789	-0.103226502	-0.063806641	-0.048978524	-0.169849033	-0.016246977	0.034410443	-0.086265779	-0.127028342	-0.120249063	0.659901912	0.549368968	-0.060880305	-0.016727715	0.300752403	-0.177960275	-0.081589252	0.538511542	0.053520954	-0.15816868	-0.045161473	-0.145720634	-0.033955841	0.852818378	0.118511052	-0.080443631	-0.131459571
Intestine	0.63336967	0.269587195	0.351171374	0.166501174	0.331939844	0.049424623	-0.156915066	0.053925382	0.101789476	-0.07263353	0.330420596	-0.19186443	-0.189710576	0.260776095	0.175361184	-0.143893872	-0.149978415	0.142181088	0.200061913	0.069115944	0.379758955	-0.073175622	0.174483918	-0.027974009	-0.03246031	-0.045092952	0.622939928	0.047416949	-0.08446497	-0.180963309
Intestine	0.009722266	0.144346355	0.323704313	-0.037275397	-0.079901756	-0.054942628	-0.129711921	-0.222640914	-0.062704931	-0.051734167	-0.074365576	0.212767743	0.12772098	0.032644492	0.011727633	0.165942765	-0.009694338	-0.06477834	-0.131140034	-0.119887429	0.056915847	0.091137375	-0.170330969	0.006315975	0.19061658	-0.036000558	-0.036281442	-0.07093144	0.885426575	0.188441476
Intestine	0.928550316	0.543257314	0.445721008	-0.087909884	-0.060511048	-0.091057476	-0.080539161	-0.162328708	0.027849355	0.030484627	-0.055727846	-0.068172457	-0.085142499	0.529300825	0.416006056	-0.119359666	-0.086868228	0.352478981	-0.12025385	-0.102257572	0.607199648	0.001807686	-0.131867797	-0.035089457	-0.095517099	-0.102295907	0.918519244	-0.015422241	-0.036292678	-0.087526892
Intestine	-0.124930122	0.262377585	0.30625453	0.160624662	0.14557134	0.279264945	0.233257287	0.515943636	-0.126173908	-0.099130716	0.016085565	0.372132662	0.587767472	-0.047190911	0.078708665	0.608894547	0.511370803	-0.17878526	-0.432116576	0.42614815	-0.149259759	0.440684645	0.008640854	0.518233038	0.609793572	-0.115018682	0.103743168	0.242897706	-0.135558142	0.665040966
Intestine	0.09372177	0.42421826	0.314828708	-0.081073855	-0.03907165	0.028087341	0.042135684	-0.107921586	0.062129519	0.064423175	-0.047753141	-0.042977343	-0.052583202	0.738777832	0.571482521	-0.055924363	-0.043568848	0.014950527	-0.158344795	0.102296537	0.09375011	0.141711192	-0.158623765	-0.047960028	0.02505244	-0.090045441	0.125557942	0.326239785	0.07137358	-0.059453361
Intestine	0.105587478	-0.370476772	-0.192279642	-0.116090228	-0.280019127	-0.298519131	-0.352408422	-0.144478805	0.337564716	0.000790522	-0.212508346	-0.182255697	-0.259150423	-0.172585894	-0.251804849	-0.37242772	-0.211783852	0.097633023	0.386427107	-0.439137639	0.252403322	0.162737812	-0.016878645	-0.105491565	-0.300303851	0.218778503	-0.050888339	-0.326670655	0.090247358	-0.169134614
Intestine	-0.110943847	0.26102261	0.241270505	-0.185614459	-0.13164336	0.104102464	0.228153657	0.031481722	-0.045865133	0.38445325	-0.062469671	-0.053088791	0.110288517	0.034479961	0.15828043	0.532486929	0.445367558	0.051072078	-0.268997612	0.131735094	-0.104298264	0.239365171	-0.322505966	0.133483117	0.036177043	-0.136761994	-0.064691226	0.180090462	-0.091894364	0.153430643
Intestine	0.056863252	-0.14445102	0.189766263	0.181372547	0.238869401	0.265995043	0.001229387	0.244061396	0.284805943	-0.137988313	0.208554208	-0.050419995	0.09341972	-0.179946577	-0.224569711	0.168737658	0.209832685	-0.15295466	0.110934741	0.298304015	0.111749314	0.004989781	0.119347618	0.288628916	0.148200667	0.21252129	0.085737255	0.019756427	-0.344467634	0.152398354
Intestine	-0.001499982	0.105342284	0.329450994	-0.005851626	-0.049646503	-0.027379121	-0.123455319	-0.200765162	-0.065933696	-0.0430873	-0.052213348	0.218674581	0.145805593	-0.052281199	-0.053481258	0.190086345	0.008047967	-0.06038988	-0.12796955	-0.107196111	0.042131476	0.086043162	-0.151523714	0.0195325	0.208593882	-0.023283003	-0.046884192	-0.102176254	0.88370938	0.20729368
Intestine	0.081511577	-0.328258124	-0.214777127	0.040136339	0.024334421	-0.045876576	-0.114736998	-0.056680534	0.761336014	-0.006690974	-0.028017916	-0.210318962	-0.180392946	-0.198119387	-0.211644674	-0.363828016	-0.242575346	0.088531357	0.385481928	-0.190706012	0.459949673	-0.277394881	0.104408246	-0.065708302	-0.231680144	0.004424509	-0.16124083	-0.174588035	-0.159160361	-0.15125285
Intestine	-0.033457269	0.594422547	-0.017145492	-0.101282874	-0.064695801	-0.022129242	-0.017743047	-0.156354313	-0.049270775	-0.019239531	-0.073043722	-0.089079146	-0.11074594	0.909515448	0.885741109	-0.109811873	-0.080842379	-0.060867133	-0.133571758	-0.024483888	0.003134814	0.117536856	-0.145315226	-0.099178834	-0.079714686	-0.119992827	0.013018471	0.210738261	-0.07882228	-0.113695018
Intestine	0.938476273	0.494201606	0.498186383	-0.095537563	-0.060831662	-0.08132262	-0.07534276	-0.110146886	0.011758467	0.104779382	-0.041975384	-0.060566182	-0.072516617	0.391519584	0.301396608	-0.058731974	-0.050200662	0.388707771	-0.143492771	-0.103446762	0.608005663	0.034870105	-0.108579617	-0.01516851	-0.077645388	-0.089930474	0.923280871	-0.033159961	0.02035453	-0.061434051
Intestine	0.5388811	0.624429527	0.631028972	0.035773029	0.147883657	0.200052966	0.035164615	0.118131516	-0.064481154	-0.063394091	0.08015051	0.209729161	0.2733552	0.484475867	0.427403548	0.345223769	0.22530869	0.072409055	-0.385336763	0.221630565	0.302792389	0.413384647	-0.150028395	0.334458019	0.435556841	-0.176403806	0.692902246	0.290106402	0.004103956	0.423470478
Intestine	0.799589138	0.508744112	0.450699752	-0.117553164	-0.094063224	-0.089736934	-0.046357794	-0.158668953	0.218497651	0.128389896	-0.09500753	-0.096839051	-0.113237446	0.661475886	0.487153995	-0.195784469	-0.129936633	0.32079963	-0.098872649	-0.069298948	0.631108488	0.000663655	-0.150912621	-0.059709475	-0.118015572	-0.119017973	0.754112271	0.125602021	-0.051209936	-0.135498831
Intestine	-0.186228937	-0.425460166	-0.411980554	0.099703449	-0.052215807	-0.182429315	-0.328750889	-0.153106329	0.099094486	-0.140408597	-0.093936823	-0.174609586	-0.142992254	-0.237873057	-0.359695116	-0.195599635	-0.029668973	-0.218489068	0.740121132	-0.201300824	-0.193640337	-0.263708655	0.137164109	-0.069971214	-0.215099789	0.210284601	-0.200399416	-0.286229665	-0.090928809	-0.074096856
Intestine	-0.186228937	-0.425460166	-0.411980554	0.099703449	-0.052215807	-0.182429315	-0.328750889	-0.153106329	0.099094486	-0.140408597	-0.093936823	-0.174609586	-0.142992254	-0.237873057	-0.359695116	-0.195599635	-0.029668973	-0.218489068	0.740121132	-0.201300824	-0.193640337	-0.263708655	0.137164109	-0.069971214	-0.215099789	0.210284601	-0.200399416	-0.286229665	-0.090928809	-0.074096856
Intestine	-0.155323016	-0.044484379	0.013019048	0.006852252	0.140588932	0.037435378	0.288908183	0.241357125	0.177647767	0.252463436	0.069547286	-0.23534974	0.011760367	-0.152930287	-0.019560234	-0.021665669	0.077857386	0.262613465	-0.144888808	0.274138304	-0.048933664	-0.097131071	0.252964926	-0.039947403	-0.110999187	0.098338908	-0.196275973	0.149097546	-0.260643807	-0.185686717
Intestine	-0.030644407	0.37204864	0.471214999	-0.028621812	0.035002694	0.233308162	-0.078652644	-0.143637633	-0.023545266	0.398263746	0.190377112	0.068964599	0.038431717	0.218606593	0.272023828	0.133760476	-0.040408733	0.081163752	-0.265427515	-0.086183215	0.058272972	0.26710135	-0.160076854	-0.046400618	0.226050554	-0.051347262	-0.085087322	0.070879008	0.745945847	0.090811523
