tissue	E2F7	ELF4	ELK4	EMX2	ESR1	GATA2	GATA6	GLIS3	HIC2	HNF4G	HOXA13	HOXC10	HOXC6	IKZF1	IRF1	MAFF	MEOX2	MNX1	MYT1L	NR2F2	PTTG1	RUNX1	SALL1	SHOX2	SNAI2	SOX10	STAT1	TCF21	TP63	TWIST1
Bonemarrow	0.59460564	0.705059875	0.383796838	-0.133736976	-0.084170343	-0.052324309	-0.02736939	-0.195413429	0.00681582	0.13348739	-0.077417519	-0.112820697	-0.129483849	0.911069739	0.780496736	-0.144758295	-0.111655264	0.242961965	-0.177925196	-0.04745933	0.390353154	0.116458752	-0.192271316	-0.099072825	-0.095724618	-0.138867159	0.620438707	0.201776356	-0.063021585	-0.137777298
Bonemarrow	0.594804825	0.649849734	0.409115742	-0.157753248	-0.084032921	-0.010185549	0.032400559	-0.102284641	0.05992116	0.437853905	-0.051711315	-0.158772769	-0.145364311	0.730777127	0.669148638	-0.158530425	-0.124159136	0.682032639	-0.253005186	-0.083119778	0.422836747	0.08540131	-0.224210753	-0.127686689	-0.115420788	-0.183807219	0.577772379	0.222449268	-0.090653758	-0.180172982
Bonemarrow	-0.124110776	0.045986308	-0.428155872	-0.070083737	-0.147439292	-0.217960537	-0.276855156	-0.22350801	-0.108574409	-0.117276303	-0.134471924	-0.185196935	-0.248601912	0.458745424	0.34345855	-0.348162718	-0.193408651	-0.164787348	0.188045532	-0.271983005	-0.105277465	-0.161216812	0.187832778	-0.180123118	-0.305841632	0.289225429	-0.117559768	-0.14626357	-0.166517176	-0.240454814
Bonemarrow	0.933259133	0.521728132	0.44368272	-0.094705869	-0.071242403	-0.078681533	-0.087075165	-0.165775921	0.010468408	0.031146715	-0.063127131	-0.07641931	-0.100227097	0.48240254	0.385750137	-0.110509055	-0.080224262	0.358605426	-0.113566836	-0.119885051	0.598741847	0.005462584	-0.132886174	-0.049872463	-0.11481089	-0.090803235	0.922719953	0.019906643	-0.031668908	-0.104430167
Bonemarrow	-0.045780371	0.057354376	-0.059468209	-0.090764542	-0.041430057	-0.123738793	-0.086087517	-0.157970582	-0.159002403	0.04036144	-0.078279291	-0.01890426	-0.067921593	0.169756166	0.20850056	-0.119741609	-0.088487538	-0.068949765	-0.116724083	-0.13559407	-0.046802856	-0.042283918	0.163528794	-0.081295409	-0.064107318	-0.09283014	-0.043313618	-0.087158498	0.100748015	-0.055732387
Bonemarrow	0.006297968	0.13237862	0.382217745	-0.101971399	0.048464805	0.205328837	-0.11415481	-0.058178563	-0.099458651	-0.026665862	0.211980246	0.039016566	-0.01860202	-0.10166879	-0.03893971	0.236563707	-0.079150143	-0.038171827	-0.238114674	-0.099725729	0.056135762	0.364582451	-0.10059234	-0.088506208	0.243664634	-0.088077564	-0.084890339	0.007897238	0.815896542	0.088366015
Bonemarrow	0.669852021	0.455629171	0.355521806	-0.097291443	-0.09002911	-0.141662953	0.177141358	-0.028114441	0.119770242	-0.011923019	-0.118394513	-0.126393002	0.011807597	0.562571515	0.375905854	-0.172801998	-0.140775559	0.213718508	-0.088218829	0.182356067	0.425679353	-0.042422527	-0.077681167	-0.112874178	-0.118441299	-0.014807802	0.673062398	0.270718983	-0.095801205	-0.139521312
Bonemarrow	0.869250131	0.621925158	0.447104686	-0.111390618	-0.078943389	-0.086174654	-0.081080123	-0.199268105	0.00855037	0.041489237	-0.072968633	-0.081678261	-0.11154248	0.672497187	0.55502236	-0.132110924	-0.104516576	0.32665906	-0.143721821	-0.108895166	0.567165392	0.025855729	-0.160002643	-0.069258812	-0.109067699	-0.123122778	0.867418268	0.051400152	-0.011674393	-0.112866318
Bonemarrow	0.633318296	0.642413174	0.466259834	-0.117984193	-0.05952209	0.053144592	0.128022845	-0.091631562	0.106148792	0.032558985	-0.080904739	-0.156510535	-0.055293363	0.725980051	0.635100539	0.12774917	0.055585969	0.21315843	-0.261777333	0.057529458	0.45612701	0.111370607	-0.22018636	-0.063825276	-0.052436335	-0.14944527	0.644292844	0.263569412	-0.120782529	-0.103259168
Bonemarrow	-0.027648861	0.563237116	-0.131215533	-0.090912099	-0.069768755	-0.075546713	-0.066381855	-0.180392741	-0.113005201	-0.042616735	-0.066666579	-0.073355777	-0.096105354	0.79111263	0.821125474	-0.116768701	-0.077882427	-0.056525919	-0.101965793	-0.087799294	-0.011336013	0.071472157	-0.126856735	-0.082988077	-0.103996831	-0.079749853	0.011123847	0.033530126	-0.066456943	-0.098978586
Bonemarrow	-0.024748506	0.212515774	0.412912564	-0.064487757	-0.028415472	0.054124502	-0.146843085	-0.185404685	-0.100559137	-0.018967878	0.004290178	0.169177176	0.132477799	-0.015463888	0.042728904	0.34416018	0.146938269	-0.093762269	-0.267174896	-0.030544857	0.036040804	0.236756731	-0.234956191	0.091664687	0.223573204	-0.012158201	-0.080485332	0.011986415	0.90886217	0.206089301
Bonemarrow	0.923214844	0.542993182	0.41345072	-0.094952872	-0.072097065	-0.105889684	-0.094819639	-0.182551731	0.011159735	0.014160392	-0.064943455	-0.07417616	-0.101332005	0.531507156	0.426731291	-0.133410304	-0.094829611	0.349656379	-0.107420753	-0.124932091	0.597946406	-0.010525963	-0.136294439	-0.04894611	-0.119453058	-0.096676041	0.911852106	-0.029689553	-0.039414046	-0.103667044
Bonemarrow	-0.026752423	0.629870979	0.11410577	-0.109551821	-0.043943848	0.044318087	0.028674112	-0.124163649	0.008341182	0.193825569	-0.044320166	-0.118246366	-0.108436395	0.928200301	0.899032537	-0.083746187	-0.0748162	0.007477274	-0.182254716	0.017539572	0.025483832	0.164712762	-0.149117196	-0.1144212	-0.051192683	-0.137083993	0.009844926	0.320107596	-0.058904699	-0.132099892
Bonemarrow	0.651156402	0.638265808	0.50139848	-0.150174268	-0.096493114	0.02765036	0.026151944	-0.13866017	0.043724746	0.114221166	-0.080724501	-0.132336343	-0.093917862	0.781870834	0.645103776	-0.030133876	0.020886128	0.270704283	-0.239444934	0.011270264	0.443471766	0.150182104	-0.218307436	-0.035036085	-0.089397336	-0.072114002	0.669449074	0.298318868	-0.064109445	-0.114529023
Bonemarrow	-0.029362823	0.662574717	0.045998169	-0.050917135	0.011757106	0.05250902	0.009753991	-0.067918877	-0.031300892	-0.011253022	-0.014289282	-0.114032081	-0.040101735	0.851534152	0.900129652	0.017947083	0.055392106	-0.068788279	-0.193489285	0.086625642	0.016525852	0.160239608	-0.1370824	-0.003694362	-0.056809349	-0.054622746	0.010449854	0.231182471	-0.060501515	-0.084486524
Bonemarrow	0.134157896	0.64962339	-0.026961031	-0.10623936	-0.077891351	-0.07524129	-0.073601114	-0.196796459	-0.099667236	-0.019032358	-0.070814292	-0.083361357	-0.112357726	0.869473802	0.876824815	-0.128274311	-0.091396074	0.012471625	-0.123751222	-0.096975012	0.093303569	0.081579077	-0.15169768	-0.09287371	-0.111322734	-0.111174086	0.171784768	0.061522377	-0.065973413	-0.112493857
Bonemarrow	0.511996952	0.258867291	0.354601299	0.143421069	0.256313698	0.232858016	0.046358825	0.1940401	0.679853207	-0.015355384	0.195410448	0.055176873	0.192127049	0.035840069	0.114469463	0.111206089	0.059361139	0.119308839	-0.247771525	0.172449975	0.800620934	0.140407163	-0.025433436	0.319887138	0.282357354	-0.107015259	0.361532639	0.113054253	-0.018561314	0.210580456
Bonemarrow	0.042410405	0.098512884	0.274292723	-0.098651533	0.035183076	0.037441799	-0.175670537	-0.158255071	-0.085918941	-0.07044697	0.05796318	0.039708082	-0.003869768	-0.065901488	-0.035010764	0.225999458	-0.048454707	-0.069961225	-0.190254017	-0.127591437	0.087227167	0.373120204	-0.16509718	-0.037912809	0.195799297	-0.03946671	-0.062444263	-0.027107642	0.792856774	0.106791765
Bonemarrow	-0.136693308	0.032349223	0.121723311	0.180874598	0.30702236	0.294690923	0.166705446	0.227199788	-0.139887348	-0.107840996	0.272435897	-0.008943116	0.042816145	-0.111362689	-0.052167291	0.345065083	0.162931276	-0.170464855	-0.305777301	0.422716396	-0.176723076	-0.028896405	-0.008543515	0.148428441	0.216982775	-0.105709839	-0.057531987	0.155453962	-0.111644216	0.107014237
Bonemarrow	0.036979948	0.164627509	0.09098917	0.220706113	0.154332587	0.081254906	-0.003960472	0.258950557	-0.087777113	-0.07288461	0.023792359	0.588777862	0.558028515	-0.101756357	-0.067581224	0.171140314	0.055996943	-0.094290332	-0.175429312	0.120436808	-0.023882626	0.380839048	-0.007953569	0.517877108	0.794124368	-0.111617756	0.284034113	-0.057952175	-0.055792553	0.870135235
Bonemarrow	-0.081354644	0.144369602	0.166058319	0.040841198	0.030976839	0.209989307	-0.053374594	0.203491465	-0.063685498	-0.001521498	0.098029704	0.282901457	0.298046888	-0.157398124	-0.006267496	0.203754402	0.154015355	-0.108644042	-0.272144141	0.185260148	-0.107235698	0.394504857	-0.160600206	0.284244643	0.505418476	-0.036651638	0.102547696	0.338993046	-0.053477053	0.538638384
Bonemarrow	-0.117136632	0.193903022	0.143669909	-0.026247048	-0.018990195	0.287606169	0.30349459	0.152592053	-0.080721136	0.12688499	0.119668765	-0.064113459	-0.034003243	-0.063971151	0.06520208	0.291310727	0.114284995	0.203056185	-0.317451556	0.147210037	-0.117333223	0.249321678	-0.078767181	-0.04359706	0.036237038	-0.120727622	-0.10136602	0.283146478	-0.023691736	-0.020702782
Bonemarrow	0.65893733	0.442580163	0.582715897	0.248121759	0.334657914	0.2130832	-0.002500491	0.298357597	0.067417819	-0.030230985	0.236641174	-0.125607402	0.095287936	0.268934602	0.215044566	0.191607654	0.258364821	0.14972345	-0.224844271	0.377849001	0.401246812	0.019297552	0.201294712	0.182150549	0.078019236	0.124852587	0.676427973	0.011107217	-0.068736627	-0.005074263
Bonemarrow	-0.028719783	0.681970956	0.021997187	-0.047101188	-0.012996889	0.040443922	-0.012946054	-0.097379429	-0.116957113	-0.008763791	-0.023374186	-0.044514051	0.020161888	0.796365592	0.864622986	0.058331769	0.021473773	-0.067253567	-0.214504876	-0.001293577	-0.032221371	0.225701703	-0.148150492	0.007826347	0.051907495	-0.09555774	0.049802555	0.115530307	-0.002604945	0.047398692
Bonemarrow	-0.099461651	0.576584805	0.162999112	-0.146209434	-0.080787118	0.128229836	0.100923388	-0.040601543	-0.06344707	0.053122789	-0.062426281	-0.138180442	-0.058320972	0.823425333	0.814516824	0.146635461	0.176294894	-0.085356732	-0.262369996	0.117780278	-0.068445074	0.267703012	-0.198661	-0.00202448	-0.058218966	-0.022407343	-0.020243992	0.463168759	-0.1416677	-0.070666318
Bonemarrow	-0.064768596	0.592865805	-0.071066308	-0.107348153	-0.067344684	-0.006925268	-0.034909016	-0.121165543	-0.143254649	-0.045950034	-0.066453144	-0.087922783	-0.064237855	0.767495922	0.843173507	0.009870182	0.047215256	-0.080691606	-0.169909829	-0.035352408	-0.048803081	0.197495013	-0.164590794	-0.024591777	-0.083812505	-0.028854731	-0.009060006	0.13789059	-0.072031705	-0.073369304
Bonemarrow	-0.113410978	0.264996657	0.507545054	0.544431488	0.59681692	1	0.217288601	0.358094205	-0.044441885	-0.067332039	0.598051787	-0.079029999	0.135053682	-0.015223749	0.122247443	0.439785809	0.088307941	-0.107856786	-0.310505565	0.384824709	-0.128888108	0.230690814	0.200364523	-0.000811184	0.433309124	-0.144371735	-0.066248584	0.327728106	0.062557223	0.075853609
Bonemarrow	-0.137037245	0.569916577	0.006689272	-0.090937433	-0.110804723	0.021216192	0.017984739	0.017411939	-0.144866491	-0.084613934	-0.121614025	0.063954793	0.122227308	0.747914753	0.765750827	0.171313364	0.159307072	-0.209373793	-0.200998268	0.043842812	-0.141626649	0.346175397	-0.172853102	0.127223179	0.149977257	-0.08920838	0.029706402	0.216429499	-0.155841379	0.23030575
Bonemarrow	-0.034309103	0.125884052	0.004139807	0.152867012	0.099830636	0.128842396	-0.232356379	0.119601866	-0.027698098	-0.150898523	0.017479188	-0.194541205	-0.207236658	0.412526513	0.321064456	0.03811124	0.031692	-0.255025428	0.09734284	-0.020323651	-0.074253863	-0.029259669	0.343747601	-0.165107825	-0.18855742	0.131816882	0.004431321	0.164913119	-0.157041159	-0.21273223
Bonemarrow	0.07090749	0.199600696	0.04715227	-0.10237108	0.126268831	-0.006567224	-0.119008308	-0.173399172	-0.018812458	-0.050386619	0.078469344	-0.085109987	-0.09387949	0.162556894	0.171156097	0.104182662	-0.080861573	-0.067626517	-0.125875124	-0.058537698	0.120394744	0.081202652	-0.093025502	-0.09630224	0.091033042	-0.098038323	-0.037327075	0.050088489	0.436114531	-0.048551069
Bonemarrow	-0.110192337	0.144679484	0.232034153	-0.072261823	-0.080718612	0.231588718	0.296593687	0.309348142	-0.193936115	-0.048469633	-0.084525085	0.184733525	0.33516689	-0.094590192	0.086122968	0.497404562	0.3298103	-0.087457642	-0.395159174	0.179201057	-0.161104238	0.338885397	-0.16259223	0.191594639	0.359018509	-0.069120905	0.072187773	0.398134393	-0.113606227	0.341311234
Bonemarrow	0.364342942	0.648475819	0.553918122	0.285281719	0.471392271	0.370259792	0.11571446	0.194284221	0.039104264	-0.079057737	0.340493133	-0.111479821	0.184022843	0.444301177	0.499910319	0.449966209	0.346866717	0.016994461	-0.200820198	0.462370513	0.217924439	0.146795246	-0.028226314	0.280410381	0.283586674	-0.116315892	0.421219454	0.083328639	-0.066317878	0.091817426
Bonemarrow	-0.214025471	0.19159153	0.339992948	0.216120076	0.25068433	0.405762766	0.286224847	0.346432537	-0.226215628	-0.070614545	0.218681277	0.351039294	0.402640218	-0.161647449	-0.06054123	0.77631809	0.609041635	-0.17273792	-0.459752918	0.593123415	-0.225809349	0.258494869	-0.145435489	0.508053145	0.357573487	-0.05925639	-0.108041937	0.133980824	0.073932095	0.321263626
Bonemarrow	-0.034871932	0.564867814	0.263167739	0.349195707	0.425203956	0.419695227	0.287345267	0.109561554	0.038432262	-0.082421234	0.236958745	-0.115137662	0.193077336	0.437357716	0.542460504	0.289238952	0.132301721	-0.138966512	-0.141746727	0.47611328	-0.069929044	0.062148929	-0.040602313	0.026665394	0.168542615	-0.163089032	0.018007965	0.197486022	-0.114578682	0.025402487
Bonemarrow	-0.134894209	0.318358869	0.399454245	0.236295737	0.307547341	0.397535887	0.306072164	0.369807774	-0.101528991	-0.054147264	0.168762555	0.167116879	0.451220853	-0.017946492	0.096968996	0.781944308	0.560676818	-0.173010235	-0.47040396	0.504325601	-0.150809234	0.343481721	-0.072135994	0.431112098	0.556197047	-0.069236411	0.020971661	0.142614355	-0.013238283	0.507220609
Bonemarrow	0.333857151	0.692669638	0.607145619	0.044165594	0.165129823	0.278310683	0.244657784	0.1046421	-0.121462374	0.010857934	0.139865128	-0.006869326	0.267422902	0.453175182	0.514149431	0.518469391	0.449594772	0.064179068	-0.516188221	0.409045936	0.153220662	0.330394322	-0.240144641	0.282888709	0.175919902	-0.122060474	0.421824803	0.221413752	-0.0178275	0.211200628
Bonemarrow	0.301445608	0.503548939	0.61414184	0.103420926	0.126376425	0.212693214	0.160443383	0.042852828	-0.054273827	-0.037243145	-0.001400795	0.24111913	0.505876065	0.126951456	0.178484227	0.597009536	0.275559293	0.072809152	-0.426141624	0.23740461	0.177103206	0.355801516	-0.225953747	0.233265702	0.537584378	-0.110974479	0.365630299	0.049296986	0.550701608	0.444307129
Bonemarrow	-0.081405412	0.113305214	0.11091505	0.000439276	-0.060323457	0.130102966	-0.074714271	0.047753827	-0.042703864	-0.115937025	-0.138346867	-0.053930924	0.09759434	0.106139604	0.115251989	0.417880083	0.52995491	-0.20631784	-0.001518433	0.090304651	-0.14194011	0.210313917	-0.102117827	0.239338585	-0.002679002	0.048752108	0.00950022	0.17931714	-0.187343294	0.17884522
Bonemarrow	0.112884614	0.775244764	0.456542871	0.006607502	0.089713297	0.284367909	0.245856556	0.116867372	-0.183458408	0.025762359	-0.022908969	0.093623399	0.317103647	0.53795099	0.691684283	0.617105448	0.31651014	0.014500803	-0.607444519	0.283216195	0.037238216	0.468686917	-0.27798754	0.17131071	0.34785016	-0.163150956	0.220337337	0.329636176	0.223605114	0.251814649
Bonemarrow	-0.133734833	0.224293763	0.374143396	0.040856539	0.133866932	0.265035563	0.115455252	0.534977156	-0.017456209	0.024192949	0.112171072	-0.035762189	0.094955992	0.108148055	0.180637197	0.443580716	0.379814621	-0.044114814	-0.372616941	0.313453383	-0.050485263	0.22333049	0.248556524	0.153359858	0.167464345	-0.133250354	-0.069853222	0.086136682	-0.025501844	0.153940808
Bonemarrow	-0.16720253	0.083571096	0.292394855	0.022407345	0.08013314	0.25705005	0.082365878	0.362035502	-0.204796219	-0.22327856	0.015370022	0.255929941	0.42370904	-0.227508322	-0.093267185	0.659588678	0.663434956	-0.290819202	-0.391979042	0.352310725	-0.205794556	0.645263798	-0.146459754	0.562949978	0.43401432	0.187319527	-0.004219026	0.187630099	0.043465014	0.528521178
Bonemarrow	0.952902526	0.458529238	0.457245537	-0.087140741	-0.071456986	-0.099691201	-0.095328007	-0.16716625	0.032145366	0.02582108	-0.066303297	-0.054229705	-0.082647173	0.396948937	0.288241165	-0.109059349	-0.083803672	0.365554408	-0.095350144	-0.125543883	0.621876847	-0.011356746	-0.129905307	-0.035736501	-0.100238436	-0.084476246	0.929383797	-0.030278189	0.014022164	-0.081916113
Bonemarrow	-0.006951264	0.291858015	0.404134999	-0.049701941	-0.065192534	0.013818437	-0.056769406	-0.194602316	-0.019118217	0.091547926	-0.051738669	0.166749158	0.104394481	0.281990431	0.230211697	0.138903032	-0.022664307	-0.024017231	-0.191925349	-0.050014605	0.053712278	0.168702581	-0.195130729	-0.014893711	0.19498138	-0.071958909	-0.02912937	0.096978693	0.760799553	0.140214126
Bonemarrow	0.94601412	0.461794265	0.45934196	-0.092255983	-0.07091107	-0.10611992	-0.081103462	-0.160404665	0.059405217	0.071724552	-0.055235353	-0.072696485	-0.095383854	0.41881146	0.302503685	-0.13346356	-0.096753922	0.39030183	-0.100840415	-0.114681887	0.6265499	0.013304688	-0.131427701	-0.03703527	-0.107770681	-0.082313312	0.920568055	-0.024165331	-0.034739309	-0.095041005
Bonemarrow	-0.049288767	0.615512985	0.106424419	-0.087113941	-0.038393429	0.050306959	0.049606467	-0.106379496	-0.047668108	0.084586574	-0.035987336	-0.105071073	-0.095824467	0.925005787	0.881826002	-0.056434202	-0.05432318	-0.026461122	-0.199771898	0.05833731	-0.024960973	0.192550831	-0.161134281	-0.097309413	-0.035410901	-0.119644145	0.009313691	0.316251398	-0.070613554	-0.122547453
Bonemarrow	0.510853359	0.704965079	0.325965734	-0.134210148	-0.094321822	-0.038337928	-0.019568184	-0.191054328	0.008539453	0.131536247	-0.086638266	-0.133361165	-0.140533506	0.949718915	0.828655342	-0.149044477	-0.103518575	0.199789539	-0.168727408	-0.045091178	0.337778431	0.099062563	-0.183478285	-0.113858636	-0.119912315	-0.120473533	0.542242169	0.249199008	-0.096004035	-0.163280838
Bonemarrow	-0.037115572	0.544018805	-0.138797358	-0.089898976	-0.065924227	-0.063997059	-0.08559547	-0.176980662	-0.123881586	-0.021445541	-0.032599876	-0.067859255	-0.090391288	0.714790683	0.781614416	-0.112150467	-0.072641366	-0.037271411	-0.097544984	-0.10431374	-0.020761897	0.06628794	-0.127448258	-0.076266382	-0.100895926	-0.07081677	-0.003991506	-0.006171056	-0.056057757	-0.09448474
Bonemarrow	0.563244693	0.604282742	0.512794445	-0.165874363	-0.10485011	-0.001177825	-0.058370795	-0.199510996	0.125125247	0.08019265	-0.082368795	-0.117684413	-0.096282815	0.699986663	0.574914416	0.075706523	0.017084903	0.151675155	-0.23874289	-0.018060541	0.463721392	0.161590953	-0.271049211	-0.045408468	-0.030488357	-0.151557209	0.512426478	0.233434289	0.230612722	-0.05612282
Bonemarrow	-0.096510631	-0.493800561	-0.308354448	-0.109017082	-0.172148401	-0.231529817	-0.296408033	-0.086845361	0.3929038	-0.120143367	-0.181745606	-0.242766552	-0.256771713	-0.220669667	-0.282865718	-0.42883217	-0.14016795	-0.133411717	0.810667841	-0.314138561	0.057638399	-0.284209641	0.110017012	-0.164759718	-0.324680154	0.130308032	-0.191420716	-0.160158029	-0.174444545	-0.251466324
Bonemarrow	-0.066248683	-0.093823944	-0.135368756	-0.019394644	-0.032197274	-0.078906828	0.326136582	-0.09040511	-0.10681193	0.194017452	-0.057514883	-0.099672838	0.060746049	-0.038075906	-0.040024767	-0.180032924	-0.104226548	-0.00704487	-0.030713643	-0.059674263	-0.076316289	-0.130852459	-0.008897678	-0.11693427	-0.094954313	-0.000273676	-0.043358343	-0.062067529	-0.10215197	-0.088005543
Bonemarrow	0.238709808	0.622393643	0.098237646	-0.191290624	-0.166874441	-0.050599685	-0.030989857	-0.184424509	-0.123962385	0.026476232	-0.148586177	-0.199550518	-0.19503099	0.917466616	0.848664222	-0.07274335	-0.046085791	0.033834206	-0.177254288	-0.10470701	0.121521835	0.121401676	-0.11891749	-0.157939168	-0.204326457	0.002265567	0.301032106	0.270976641	-0.180133305	-0.182322234
Bonemarrow	-0.04552422	0.237710612	0.493869873	-0.002132776	0.10187187	0.243732015	-0.134539686	0.181195339	0.042840733	0.114144308	0.099857788	0.191900524	0.213437846	-0.090680433	0.085219733	0.346485376	0.109040433	-0.022648955	-0.263111703	0.007416027	0.05351878	0.510477392	-0.017588902	0.136133986	0.405050433	-0.134724812	-0.031967724	0.214347301	0.621545005	0.356854686
Bonemarrow	-0.135721685	-0.53044417	-0.616117922	0.018763649	-0.214357501	-0.328100484	-0.356023179	-0.230407181	0.092096223	-0.113836846	-0.203398503	-0.204908244	-0.292730056	-0.179209005	-0.357469097	-0.482597644	-0.27462509	-0.168606716	0.74057588	-0.412056743	-0.14710361	-0.395597522	0.221952855	-0.264104599	-0.370735588	0.276877679	-0.169560383	-0.301094601	-0.190929827	-0.253594812
Bonemarrow	0.504420128	0.733904295	0.398633677	-0.030657217	0.067949087	0.044350422	-0.010672074	-0.152671121	-0.023327524	-0.00450813	0.056398404	0.032311595	0.027394133	0.791309903	0.731816457	0.011216107	-0.011501685	0.048932377	-0.086031391	0.089276178	0.297113967	0.157769546	-0.262504472	0.030741107	0.085198245	-0.19432954	0.569378948	0.13261548	-0.051888261	0.016603858
Bonemarrow	0.86780952	0.601133522	0.509030507	-0.117630627	-0.084824816	-0.053453538	-0.102466582	-0.170719803	-0.00963652	0.053704446	-0.069543889	-0.075598093	-0.098856641	0.619890224	0.508972287	-0.087425793	-0.077040497	0.333890774	-0.176297783	-0.106176077	0.557057099	0.071810665	-0.139857588	-0.075125633	-0.10244382	-0.096814165	0.860433735	0.107045508	0.064566768	-0.118179392
Bonemarrow	-0.057722859	0.163884136	0.118899999	-0.013813002	-0.069235764	0.226556438	0.110621279	0.16699761	-0.081082338	0.009718511	-0.07491861	0.05104388	0.030557545	0.066469783	0.231798785	0.163632762	0.100380999	-0.052634445	-0.173686033	0.036892092	-0.074645469	0.200453017	-0.008899682	-0.077199934	-0.018559329	-0.126676942	0.015523616	0.663792195	-0.070725032	-0.066855136
Bonemarrow	0.082784749	0.751046606	0.245038214	-0.092989225	-0.00887017	0.205476982	0.04279754	-0.062446088	-0.107985454	0.128534007	0.004732296	-0.104410648	-0.072647969	0.838743729	0.928117017	0.127157705	0.062832738	0.01234322	-0.307303745	0.046123741	0.030376177	0.308252717	-0.194423667	-0.068014647	0.013607872	-0.179832302	0.165436823	0.516740863	-0.05878039	-0.064188551
Bonemarrow	-0.132888123	0.566244837	0.396255695	-0.111530828	0.021653846	0.309897087	0.189765237	0.023606872	-0.06769602	0.390240577	0.119784798	-0.111445782	0.076947551	0.385843208	0.538929	0.515438713	0.42672241	0.013603495	-0.518058647	0.263827177	-0.081164244	0.359926843	-0.319011342	0.118849072	0.129662369	-0.085894815	-0.093733782	0.384220004	0.060956132	0.07695486
Bonemarrow	-0.081576126	0.619401483	0.061739989	-0.138780171	-0.080138368	0.074372265	0.019508008	-0.104841807	-0.112602257	0.014474075	-0.074905471	-0.125019294	-0.0794666	0.854048499	0.885356178	0.044417766	0.099566143	-0.089606897	-0.228569002	0.040963697	-0.057122555	0.245943996	-0.185753711	-0.034806618	-0.081638868	0.007233686	-0.017147914	0.402435638	-0.065711198	-0.114630259
Bonemarrow	0.036772805	0.329473081	0.337169865	-0.047594354	-0.074574681	0.113572433	-0.040038788	0.133183322	-0.082955748	0.656594882	0.026662711	0.385305363	0.414744871	0.132710622	0.239914937	0.049043926	0.044661251	0.155124095	-0.258711763	0.004150321	-0.023704597	0.375960509	-0.095392599	0.270302349	0.452424719	-0.103742387	0.20003193	0.167436011	-0.024960741	0.455705172
Bonemarrow	-0.120064044	-0.075569669	-0.076626181	-0.030568015	-0.055152537	0.272136303	-0.01432909	-0.004838819	-0.062766545	0.008719565	0.164458782	-0.187908571	-0.150545876	-0.104005952	-0.112831483	0.038125707	-0.140455037	-0.077534167	-0.007969115	-0.132152422	-0.097253583	0.111617726	0.219405164	-0.236814463	-0.009301487	0.238503552	-0.140831466	0.097206196	0.00285686	-0.122514704
Bonemarrow	-0.055557402	0.337148658	0.18685109	-0.149152805	-0.096967766	0.215780364	0.137726752	0.028734413	-0.048334305	-0.057193528	-0.094830217	-0.091319243	-0.064200507	0.405344053	0.479709397	0.20916025	0.180348117	-0.097330069	-0.18219158	0.083863488	-0.060069616	0.283872632	-0.206699097	-0.04724477	-0.032004002	-0.100416634	0.020817583	0.741894213	-0.084583312	-0.067788214
Bonemarrow	-0.12287317	0.354972909	0.29379676	-0.198714108	-0.120968726	0.217437594	0.293827911	0.049808692	-0.057548743	0.186589651	-0.030580696	-0.09262558	0.043080942	0.283916286	0.350284373	0.452171643	0.387516161	-0.046377958	-0.384742219	0.226528101	-0.108443767	0.289223976	-0.335018974	0.064310835	0.036276854	-0.154401561	-0.04725253	0.503914776	-0.110211121	0.075137262
Bonemarrow	-0.024018466	-0.243171788	-0.056786773	-0.023861238	-0.064199863	-0.075377149	-0.190670358	0.067419836	-0.02977464	-0.112344107	-0.083048805	-0.141335002	0.149432658	-0.148257245	-0.228125911	-0.0109128	0.495964296	-0.150887974	0.136315767	0.131799601	-0.060424536	-0.016668741	0.190021671	0.321876058	-0.131495694	0.942469967	-0.009529628	-0.168665697	-0.140120761	-0.065860871
Bonemarrow	0.678785744	0.421038757	0.453559493	-0.089233947	-0.019493378	-0.085853306	-0.017920626	-0.019567483	-0.134074303	0.041682197	-0.050124224	0.276273539	0.241354255	0.244896291	0.205584164	0.002281116	-0.0614289	0.295512269	-0.263007543	-0.037939457	0.38150108	0.256689275	-0.077656587	0.203679844	0.358728471	-0.213459247	0.793784685	-0.012840024	0.094167505	0.354306217
Bonemarrow	-0.1532727	0.222691365	0.458448078	0.299776851	0.50111038	0.452983098	0.283462708	0.478190053	-0.133959869	-0.104226153	0.510280364	0.280994707	0.4693501	-0.199543666	-0.069447891	0.579698825	0.333303781	-0.180604201	-0.472580628	0.558832636	-0.152759909	0.462561915	0.034391371	0.570351014	0.721309241	-0.156561502	0.013645147	0.128880397	0.111403156	0.61831048
Bonemarrow	-0.246227389	0.142046192	0.343878877	0.53010181	0.526133367	0.619770227	0.247234082	0.484472133	0.028917749	-0.113234467	0.275458922	-0.043436341	0.32483116	-0.134468696	-0.007988819	0.643281962	0.544784394	-0.210775093	-0.322657725	0.624524944	-0.195149604	0.211082293	0.27544127	0.306306885	0.300134388	0.091895303	-0.184521682	0.151085552	-0.122980732	0.193445115
Bonemarrow	-0.119001252	0.2067157	0.273482157	0.265831717	0.328239894	0.324538623	0.16065039	0.426106024	-0.05015398	-0.112196272	0.317258235	0.370416321	0.509514626	-0.12914549	-0.057553946	0.574919435	0.469653398	-0.241902921	-0.379866354	0.565263663	-0.106103165	0.325825013	-0.061450857	0.682240428	0.669466864	-0.013548968	0.066947621	0.129171296	-0.068197123	0.615212484
